Timestamp,Spot,Strike,NetGEX,Volume
00:33:32,7398.93,3000.0,0.0,14.0
00:33:32,7398.93,4400.0,0.0,2.0
00:33:32,7398.93,5000.0,0.0,30.0
00:33:32,7398.93,5050.0,-0.0,30.0
00:33:32,7398.93,5400.0,0.0,3.0
00:33:32,7398.93,5500.0,0.0,1.0
00:33:32,7398.93,5600.0,0.0,1.0
00:33:32,7398.93,5625.0,0.0,1.0
00:33:32,7398.93,5650.0,0.0,1.0
00:33:32,7398.93,5675.0,-0.0,30.0
00:33:32,7398.93,5750.0,0.0,6.0
00:33:32,7398.93,5800.0,0.0,1.0
00:33:32,7398.93,5850.0,0.0,1.0
00:33:32,7398.93,5900.0,0.0,200.0
00:33:32,7398.93,5925.0,0.0,18.0
00:33:32,7398.93,5950.0,0.0,1.0
00:33:32,7398.93,5970.0,-0.0,1.0
00:33:32,7398.93,5975.0,0.0,18.0
00:33:32,7398.93,5980.0,-0.0,1.0
00:33:32,7398.93,5990.0,-0.0,1.0
00:33:32,7398.93,6000.0,0.0,62.0
00:33:32,7398.93,6050.0,0.0,16.0
00:33:32,7398.93,6090.0,0.0,11.0
00:33:32,7398.93,6100.0,0.0,3.0
00:33:32,7398.93,6175.0,0.0,1.0
00:33:32,7398.93,6200.0,0.0,53.0
00:33:32,7398.93,6225.0,-0.0,6.0
00:33:32,7398.93,6230.0,-0.0,3.0
00:33:32,7398.93,6250.0,0.0,50.0
00:33:32,7398.93,6275.0,0.0,1.0
00:33:32,7398.93,6280.0,-0.0,2.0
00:33:32,7398.93,6300.0,0.0,52.0
00:33:32,7398.93,6325.0,-0.0,1.0
00:33:32,7398.93,6350.0,0.0,51.0
00:33:32,7398.93,6375.0,0.0,1.0
00:33:32,7398.93,6400.0,0.0,60.0
00:33:32,7398.93,6430.0,0.0,1.0
00:33:32,7398.93,6450.0,0.0,71.0
00:33:32,7398.93,6460.0,0.0,70.0
00:33:32,7398.93,6475.0,0.0,3.0
00:33:32,7398.93,6480.0,0.0,3.0
00:33:32,7398.93,6500.0,0.0,141.0
00:33:32,7398.93,6510.0,0.0,1.0
00:33:32,7398.93,6520.0,0.0,8.0
00:33:32,7398.93,6525.0,0.0,1.0
00:33:32,7398.93,6550.0,0.0,76.0
00:33:32,7398.93,6570.0,0.0,22.0
00:33:32,7398.93,6575.0,0.0,2.0
00:33:32,7398.93,6600.0,0.0,59.0
00:33:32,7398.93,6610.0,0.0,5.0
00:33:32,7398.93,6625.0,0.0,33.0
00:33:32,7398.93,6630.0,-0.0,9.0
00:33:32,7398.93,6640.0,-0.0,10.0
00:33:32,7398.93,6650.0,0.0,26.0
00:33:32,7398.93,6670.0,0.0,3.0
00:33:32,7398.93,6675.0,0.0615,0.0
00:33:32,7398.93,6680.0,-0.0,82.0
00:33:32,7398.93,6690.0,-0.0,3.0
00:33:32,7398.93,6695.0,-0.0,3.0
00:33:32,7398.93,6700.0,-0.0,257.0
00:33:32,7398.93,6710.0,-0.0,1.0
00:33:32,7398.93,6720.0,-0.0,3.0
00:33:32,7398.93,6725.0,-0.0,8.0
00:33:32,7398.93,6730.0,-0.0,1.0
00:33:32,7398.93,6735.0,-0.0,817.0
00:33:32,7398.93,6740.0,-0.0,10.0
00:33:32,7398.93,6750.0,0.0,272.0
00:33:32,7398.93,6755.0,-0.0,1.0
00:33:32,7398.93,6760.0,-0.0,10.0
00:33:32,7398.93,6770.0,-0.0,41.0
00:33:32,7398.93,6775.0,-0.0,7.0
00:33:32,7398.93,6780.0,0.0,48.0
00:33:32,7398.93,6795.0,-0.0,17.0
00:33:32,7398.93,6800.0,0.0,56.0
00:33:32,7398.93,6820.0,0.0,16.0
00:33:32,7398.93,6825.0,0.0,51.0
00:33:32,7398.93,6830.0,0.0,22.0
00:33:32,7398.93,6835.0,-0.0,4.0
00:33:32,7398.93,6840.0,0.0,49.0
00:33:32,7398.93,6850.0,0.0,141.0
00:33:32,7398.93,6855.0,-0.0,2.0
00:33:32,7398.93,6860.0,-0.0,58.0
00:33:32,7398.93,6870.0,0.0,5.0
00:33:32,7398.93,6875.0,0.0,35.0
