Timestamp,Spot,Strike,NetGEX,Volume
00:36:04,7165.08,4600.0,0.0,4.0
00:36:04,7165.08,5300.0,-0.0,1.0
00:36:04,7165.08,5400.0,-0.0,3.0
00:36:04,7165.08,5500.0,-0.0,1.0
00:36:04,7165.08,5575.0,-0.0,1.0
00:36:04,7165.08,5625.0,-0.0,1.0
00:36:04,7165.08,5650.0,-0.0,1.0
00:36:04,7165.08,5800.0,-0.0,4.0
00:36:04,7165.08,5900.0,-0.0,3.0
00:36:04,7165.08,6000.0,-0.0,24.0
00:36:04,7165.08,6100.0,-0.0,876.0
00:36:04,7165.08,6110.0,-0.0,105.0
00:36:04,7165.08,6120.0,-0.0,81.0
00:36:04,7165.08,6125.0,-0.0,13.0
00:36:04,7165.08,6130.0,-0.0,3.0
00:36:04,7165.08,6140.0,-0.0,100.0
00:36:04,7165.08,6150.0,-0.0,297.0
00:36:04,7165.08,6160.0,-0.0,85.0
00:36:04,7165.08,6170.0,-0.0,87.0
00:36:04,7165.08,6175.0,-0.0,163.0
00:36:04,7165.08,6180.0,-0.0,10.0
00:36:04,7165.08,6190.0,-0.0026,97.0
00:36:04,7165.08,6200.0,-0.0,1177.0
00:36:04,7165.08,6210.0,-0.0984,0.0
00:36:04,7165.08,6220.0,-0.0021,40.0
00:36:04,7165.08,6225.0,-0.0,150.0
00:36:04,7165.08,6230.0,-0.0072,302.0
00:36:04,7165.08,6240.0,-0.0023,60.0
00:36:04,7165.08,6250.0,-0.0,226.0
00:36:04,7165.08,6260.0,-0.0,200.0
00:36:04,7165.08,6270.0,-0.014,101.0
00:36:04,7165.08,6275.0,-0.0,30.0
00:36:04,7165.08,6280.0,0.0002,20.0
00:36:04,7165.08,6290.0,-0.0,38.0
00:36:04,7165.08,6300.0,-0.0,96.0
00:36:04,7165.08,6310.0,-0.0,161.0
00:36:04,7165.08,6320.0,-0.0,10.0
00:36:04,7165.08,6325.0,-0.0,30.0
00:36:04,7165.08,6330.0,-0.0,196.0
00:36:04,7165.08,6340.0,0.0095,10.0
00:36:04,7165.08,6350.0,-0.0,95.0
00:36:04,7165.08,6360.0,-0.0,58.0
00:36:04,7165.08,6370.0,-0.0,50.0
00:36:04,7165.08,6375.0,-0.0,5.0
00:36:04,7165.08,6380.0,-0.0,44.0
00:36:04,7165.08,6390.0,0.0,11.0
00:36:04,7165.08,6400.0,-0.0,152.0
00:36:04,7165.08,6410.0,-0.0,5.0
00:36:04,7165.08,6420.0,-0.0,14.0
00:36:04,7165.08,6425.0,0.0,52.0
00:36:04,7165.08,6430.0,-0.0573,7.0
00:36:04,7165.08,6440.0,-0.0383,44.0
00:36:04,7165.08,6450.0,-0.0,1068.0
00:36:04,7165.08,6460.0,-0.0,80.0
00:36:04,7165.08,6470.0,-0.0,8.0
00:36:04,7165.08,6475.0,-0.0,3.0
00:36:04,7165.08,6480.0,-0.0,35.0
00:36:04,7165.08,6485.0,0.0043,8.0
00:36:04,7165.08,6490.0,-0.0,5.0
00:36:04,7165.08,6495.0,-0.0092,0.0
00:36:04,7165.08,6500.0,-0.0,70.0
00:36:04,7165.08,6505.0,-0.1222,100.0
00:36:04,7165.08,6510.0,-0.0,118.0
00:36:04,7165.08,6515.0,0.0164,117.0
00:36:04,7165.08,6520.0,-0.0,29.0
00:36:04,7165.08,6525.0,-0.0,4.0
00:36:04,7165.08,6530.0,-0.0,1.0
00:36:04,7165.08,6535.0,-0.0805,64.0
00:36:04,7165.08,6540.0,-0.0,22.0
00:36:04,7165.08,6545.0,-0.0131,58.0
00:36:04,7165.08,6550.0,-0.2663,0.0
00:36:04,7165.08,6555.0,0.0576,27.0
00:36:04,7165.08,6560.0,-0.0,15.0
00:36:04,7165.08,6565.0,-0.0552,3.0
00:36:04,7165.08,6570.0,0.0,1.0
00:36:04,7165.08,6580.0,0.0649,13.0
00:36:04,7165.08,6585.0,-0.0766,48.0
00:36:04,7165.08,6590.0,0.0474,57.0
00:36:04,7165.08,6595.0,-0.0,79.0
00:36:04,7165.08,6600.0,-0.0,4.0
00:36:04,7165.08,6605.0,-0.0,30.0
00:36:04,7165.08,6610.0,0.1515,106.0
00:36:04,7165.08,6615.0,-0.0,95.0
00:36:04,7165.08,6620.0,0.1026,80.0
00:36:04,7165.08,6625.0,0.0,16.0
00:36:04,7165.08,6630.0,-0.0,40.0
00:36:04,7165.08,6635.0,-0.1048,137.0
00:36:04,7165.08,6640.0,0.1451,87.0
00:36:04,7165.08,6645.0,-0.1235,27.0
00:36:04,7165.08,6650.0,-0.0,3.0
00:36:04,7165.08,6655.0,-0.1014,70.0
00:36:04,7165.08,6660.0,-0.1662,88.0
00:36:04,7165.08,6665.0,-0.0,6.0
00:36:04,7165.08,6670.0,-0.0568,3.0
00:36:04,7165.08,6675.0,0.0,248.0
00:36:04,7165.08,6680.0,-0.3832,62.0
00:36:04,7165.08,6685.0,-0.0,287.0
00:36:04,7165.08,6690.0,-1.1985,139.0
00:36:04,7165.08,6695.0,-0.0,31.0
00:36:04,7165.08,6700.0,-0.0,1429.0
00:36:04,7165.08,6705.0,-0.0,49.0
00:36:04,7165.08,6710.0,-0.5515,565.0
00:36:04,7165.08,6715.0,-0.0,161.0
00:36:04,7165.08,6720.0,-0.0,44.0
00:36:04,7165.08,6725.0,-0.0,1300.0
00:36:04,7165.08,6730.0,-0.0,63.0
00:36:04,7165.08,6735.0,0.0272,56.0
00:36:04,7165.08,6740.0,-0.0,181.0
00:36:04,7165.08,6745.0,-0.0,86.0
00:36:04,7165.08,6750.0,-0.0,3696.0
00:36:04,7165.08,6755.0,-0.0,153.0
00:36:04,7165.08,6760.0,-1.9667,1867.0
00:36:04,7165.08,6765.0,-0.0,293.0
00:36:04,7165.08,6770.0,-1.8082,136.0
00:36:04,7165.08,6775.0,-0.0,3448.0
00:36:04,7165.08,6780.0,-0.0,276.0
00:36:04,7165.08,6785.0,0.0352,130.0
00:36:04,7165.08,6790.0,-0.0,194.0
00:36:04,7165.08,6795.0,-0.0,159.0
00:36:04,7165.08,6800.0,-11.7331,2592.0
00:36:04,7165.08,6805.0,-4.2909,347.0
00:36:04,7165.08,6810.0,-3.754,704.0
00:36:04,7165.08,6815.0,-0.0,296.0
00:36:04,7165.08,6820.0,-1.6603,158.0
00:36:04,7165.08,6825.0,2.3281,1565.0
00:36:04,7165.08,6830.0,-0.0001,188.0
00:36:04,7165.08,6835.0,-0.966,221.0
00:36:04,7165.08,6840.0,-0.0005,1189.0
00:36:04,7165.08,6845.0,-0.001,4310.0
00:36:04,7165.08,6850.0,-7.8118,4335.0
00:36:04,7165.08,6855.0,-0.0023,665.0
00:36:04,7165.08,6860.0,-4.3964,0.0
00:36:04,7165.08,6865.0,-0.0056,0.0
00:36:04,7165.08,6870.0,-0.0026,0.0
00:36:04,7165.08,6875.0,-0.0078,0.0
00:36:04,7165.08,6880.0,-0.0144,0.0
00:36:04,7165.08,6885.0,-0.2213,3.0
00:36:04,7165.08,6890.0,-0.0155,0.0
00:36:04,7165.08,6895.0,-58.1991,13.0
00:36:04,7165.08,6900.0,-39.1205,0.0
00:36:04,7165.08,6905.0,-2.7346,0.0
00:36:04,7165.08,6910.0,-0.052,0.0
00:36:04,7165.08,6915.0,-0.0487,82.0
00:36:04,7165.08,6920.0,-0.0361,91.0
00:36:04,7165.08,6925.0,4.3055,791.0
00:36:04,7165.08,6930.0,-0.3563,0.0
00:36:04,7165.08,6935.0,-5.4206,0.0
00:36:04,7165.08,6940.0,5.3346,0.0
00:36:04,7165.08,6945.0,-3.1543,0.0
00:36:04,7165.08,6950.0,15.7512,117.0
00:36:04,7165.08,6955.0,-32.2255,0.0
00:36:04,7165.08,6960.0,-1.726,0.0
00:36:04,7165.08,6965.0,-0.9438,0.0
00:36:04,7165.08,6970.0,-0.6844,0.0
00:36:04,7165.08,6975.0,-2.7827,2648.0
00:36:04,7165.08,6980.0,-2.9076,0.0
00:36:04,7165.08,6985.0,-2.1262,32.0
00:36:04,7165.08,6990.0,-4.3702,0.0
00:36:04,7165.08,6995.0,-17.4906,0.0
00:36:04,7165.08,7000.0,-3.6404,0.0
00:36:04,7165.08,7005.0,-40.9246,0.0
00:36:04,7165.08,7010.0,-3.803,0.0
00:36:04,7165.08,7015.0,-2.6388,0.0
00:36:04,7165.08,7020.0,-13.8703,0.0
00:36:04,7165.08,7025.0,32.0209,0.0
00:36:04,7165.08,7030.0,-24.1099,0.0
00:36:04,7165.08,7035.0,-20.2507,0.0
00:36:04,7165.08,7040.0,-19.4179,0.0
00:36:04,7165.08,7045.0,308.3998,0.0
00:36:04,7165.08,7050.0,-123.7781,0.0
