Timestamp,Spot,CallPremium,PutPremium,Volume
13:05:07,7599.96,3634867.5,2251832.5,6279.0
13:05:24,7599.96,22729305.2,20008695.48,66842.0
13:06:31,7599.96,23168227.31,19926319.67,66974.0
13:07:39,7599.96,23357637.06,20143065.0,67249.0
13:08:47,7599.96,23582145.45,20035282.4,67425.0
13:09:54,7599.96,23358626.0,20448029.03,67570.0
16:26:01,7597.91,31346222.5,11945962.6,49344.0
16:26:08,7595.26,48822037.05,26426722.67,164049.0
16:27:15,7594.15,142191254.38,103955657.35,503125.0
16:28:23,7592.89,137525177.89,113374239.8,513931.0
16:29:31,7594.47,137848877.22,120179163.57,527307.0
16:29:43,7593.46,145632596.61,114783524.31,536274.0
16:30:39,7595.42,156574971.68,104479028.1,549579.0
16:31:46,7598.0,161664961.01,104977747.92,556292.0
16:32:31,7598.73,175657138.39,94640597.82,564011.0
16:32:40,7598.95,176141449.24,94129592.18,565309.0
16:32:54,7599.06,180528442.7,92634632.89,568246.0
16:34:02,7601.75,197688939.13,85086109.0,577693.0
16:34:27,7602.02,202808473.96,83937973.98,582117.0
16:34:38,7601.23,201988941.61,84512448.4,583704.0
16:35:10,7603.09,209982928.64,82449999.25,589129.0
16:35:41,7602.54,213941556.46,81734175.15,593642.0
16:36:17,7602.89,218396684.18,83384242.62,602561.0
16:37:25,7604.73,228741783.87,80305871.43,607687.0
16:38:33,7602.91,224131550.08,85721957.25,615907.0
16:39:14,7603.41,226339485.69,86072138.41,622309.0
16:39:40,7603.24,223683403.52,87733800.48,624288.0
16:40:48,7602.34,218460795.48,90506644.11,627336.0
16:41:56,7602.31,219653365.25,92187362.48,633118.0
16:42:41,7603.38,228948843.93,90099062.01,638148.0
16:43:03,7602.87,226007224.47,92527238.23,640945.0
16:44:11,7605.11,239136335.31,85409193.18,643430.0
16:45:19,7606.04,261598003.06,77565342.01,653270.0
16:46:01,7606.06,268710403.25,79377510.58,664126.0
16:46:26,7606.28,266132740.27,82106009.13,668125.0
16:47:34,7606.39,276784342.64,80364783.99,674276.0
16:48:09,7606.35,294862750.22,76804097.84,683582.0
17:00:07,7614.2,90595696.66,9061587.23,81982.0
17:00:25,7614.02,433881747.36,74401400.58,810869.0
17:02:13,7613.84,176807825.08,26720627.5,292192.0
17:02:23,7613.47,230170972.57,45745559.55,478172.0
17:03:30,7613.96,437729354.23,81879386.97,834927.0
17:04:27,7611.7,79466967.5,19977213.39,238599.0
17:04:38,7610.46,407787738.82,88536093.47,841180.0
17:05:07,7611.11,395655074.77,90162294.0,846875.0
17:05:46,7610.51,407802677.84,87926834.23,849540.0
17:06:14,7612.44,393518366.42,90783394.05,850887.0
17:06:18,7611.83,396332291.42,90711111.55,851413.0
17:06:53,7614.2,439472191.41,82907634.5,856926.0
17:07:22,7615.94,480692637.19,78987637.3,863960.0
17:08:01,7616.86,488825821.33,76869459.19,867230.0
17:08:30,7617.66,520853208.31,75445709.6,877408.0
17:08:31,7618.06,520853398.31,75447142.27,877425.0
17:09:37,7618.18,537083497.45,76624660.68,888283.0
17:10:45,7617.85,540717274.94,77539303.37,895514.0
17:10:50,7618.13,540710784.83,77888441.57,898189.0
17:11:16,7617.17,527041431.2,81180240.18,906229.0
17:12:42,7616.16,100626660.55,10491254.94,90341.0
17:13:17,7616.15,499155140.28,88467024.19,921183.0
17:14:24,7616.41,506551067.58,89382482.64,926500.0
17:15:53,7617.45,107583069.26,63986.23,59695.0
17:16:24,7617.71,547565336.27,86022120.68,942675.0
17:17:31,7617.11,141010085.9,9635233.49,129935.0
17:17:57,7617.7,554992225.11,85067588.85,951516.0
17:18:55,7617.0,543392465.0,88210250.32,954715.0
17:19:05,7617.88,549606245.94,88323753.09,955524.0
17:19:17,7617.98,555887464.68,87666880.23,957770.0
17:20:09,7618.43,564756167.24,87618549.84,962300.0
17:20:12,7618.0,566351129.26,87496891.27,962320.0
19:57:58,7604.97,0.0,0.0,0
19:58:36,7605.49,0.0,0.0,0
19:59:29,7605.38,0.0,0.0,0
20:00:07,7604.91,0.0,0.0,0
20:01:15,7605.17,0.0,0.0,0
20:04:05,7605.95,0.0,0.0,0
20:04:41,7604.91,0.0,0.0,0
20:06:01,7606.1,75618882.5,20497487.5,176506.0
20:06:38,7606.61,354811422.41,220016077.0,1733094.0
20:07:45,7606.18,351343572.41,225381473.76,1736066.0
20:08:53,7607.73,372314931.77,205656615.68,1739786.0
20:10:01,7607.46,376981459.9,198259157.6,1745244.0
20:11:08,7607.64,377017458.5,197216386.38,1749496.0
20:12:16,7608.36,372334075.72,200963599.54,1751994.0
20:13:24,7608.05,384499959.05,188692938.76,1757602.0
20:14:31,7607.37,360475105.48,209761745.35,1763988.0
20:15:39,7606.76,352188912.57,212740820.78,1766873.0
20:16:46,7606.17,348473817.31,215626298.95,1767765.0
20:17:54,7606.17,320431213.06,243042179.58,1777598.0
20:19:02,7606.17,324136911.37,241008809.05,1781178.0
20:20:09,7606.17,334430807.53,228735132.05,1784821.0
20:21:17,7606.17,326510409.12,234792479.42,1787386.0
20:22:24,7606.17,317034413.06,244589293.91,1790605.0
20:23:32,7606.17,331146131.0,228027093.42,1793571.0
20:24:40,7606.17,351069386.3,206533197.84,1797820.0
20:25:47,7606.17,334906566.42,220170176.77,1803482.0
20:26:55,7606.17,342113698.11,211685773.77,1805283.0
20:28:03,7606.17,332706639.72,220388280.32,1808287.0
20:29:10,7606.17,320060706.95,230432344.62,1811184.0
20:30:18,7606.17,325004616.68,228354883.53,1815350.0
20:31:26,7606.17,353443177.23,197826774.92,1819180.0
20:32:33,7606.17,369293388.39,185423730.54,1826499.0
20:33:41,7606.17,369453916.7,185068924.44,1832482.0
20:34:48,7606.17,356008103.7,190257225.15,1835348.0
20:35:56,7606.17,332331858.78,212084150.83,1838903.0
20:37:04,7606.17,327458236.44,223343065.54,1844960.0
20:38:11,7606.17,317319739.63,232090704.24,1848177.0
20:38:44,7606.17,291729681.02,276517297.4,1855575.0
20:39:19,7606.17,288532722.89,279189930.2,1861280.0
20:40:27,7606.17,289964643.73,277610629.03,1866515.0
20:41:34,7606.17,278159853.63,299012253.17,1875438.0
20:42:42,7606.17,285628718.49,277933169.65,1882125.0
20:43:49,7604.5,292281496.0,273944453.6,1884514.0
20:44:57,7604.73,309764209.66,245540908.67,1891762.0
20:46:05,7603.89,301655883.61,250844720.81,1895279.0
20:47:12,7604.08,306402402.25,249591597.51,1899306.0
20:48:20,7605.5,320549888.92,230559535.18,1902946.0
20:49:51,7605.49,324488757.66,225675925.49,1907062.0
21:06:45,7606.24,345604269.24,214292373.92,1918612.0
21:31:54,7609.61,410750062.93,151186501.74,2008343.0
21:33:02,7609.82,431539959.02,132958690.73,2104486.0
21:34:09,7610.5,432833724.37,135059570.28,2109162.0
21:35:17,7610.97,453123304.46,121045991.64,2113138.0
21:36:24,7611.32,453651405.77,118220802.18,2119535.0
21:37:32,7611.05,441706531.63,121716455.3,2125029.0
21:38:40,7609.65,423323430.71,128084869.07,2127573.0
21:39:47,7609.39,415832241.47,132251505.89,2133468.0
21:45:16,7609.78,391971434.8,145858028.96,2147209.0
22:02:38,7608.64,367233721.08,142977082.95,2166753.0
22:16:41,7609.9,404882017.24,129388112.63,2269031.0
22:17:48,7609.78,408197051.33,99955351.62,2269027.0
22:19:51,7609.78,106116864.49,795012.85,244164.0
22:20:06,7609.78,409782364.01,100821053.03,2269025.0
22:21:13,7609.78,411608971.9,100520105.68,2269048.0
22:22:20,7609.78,408768247.47,99941248.05,2269040.0
22:23:27,7609.78,408768247.47,99941248.05,2269040.0
22:24:35,7609.78,408768247.47,99941248.05,2269040.0
22:24:52,7609.78,408768247.47,99941248.05,2269040.0
22:25:42,7609.78,408768247.47,99941248.05,2269040.0
22:26:49,7609.78,408768247.47,99941248.05,2269040.0
22:27:37,7609.78,408768247.47,99941248.05,2269040.0
22:27:56,7609.78,408768247.47,99941248.05,2269040.0
22:27:56,7609.78,408768247.47,99941248.05,2269040.0
22:28:17,7609.78,408768247.47,99941248.05,2269040.0
22:28:39,7609.78,408768247.47,99941248.05,2269040.0
22:29:03,7609.78,408768247.47,99941248.05,2269040.0
22:30:10,7609.78,408768247.47,99941248.05,2269040.0
22:31:17,7609.78,408768247.47,99941248.05,2269040.0
22:47:28,7609.78,408749049.38,99941248.05,2269039.0
22:48:35,7609.78,408264262.41,99944793.05,2269027.0
22:49:43,7609.78,408629845.49,99944293.05,2269042.0
22:50:50,7609.78,408792682.89,99953594.96,2269050.0
22:51:57,7609.78,408727898.62,99925689.23,2269035.0
22:53:04,7609.78,408725682.07,99965396.86,2269041.0
22:54:11,7609.78,409230765.36,99945293.05,2269055.0
22:55:18,7609.78,408664242.93,99936991.14,2269045.0
22:56:25,7609.78,408787338.2,99931491.14,2269048.0
22:57:32,7609.78,408979724.22,99947293.05,2269047.0
22:58:39,7609.78,408178894.04,99944293.05,2269027.0
22:59:47,7609.78,408795483.98,99943293.05,2269038.0
23:00:54,7609.78,715406281.29,550249180.68,2269049.0
23:02:01,7609.78,719215853.52,543251562.5,2269037.0
23:03:08,7609.78,718961155.43,543251562.5,2269036.0
23:04:15,7609.78,719692589.68,543233528.08,2269054.0
23:05:22,7609.78,718668614.54,543273666.32,2269032.0
23:06:29,7609.78,718961155.43,543254608.48,2269036.0
23:07:36,7609.78,718994655.43,543231028.08,2269034.0
