Timestamp,Spot,Strike,NetGEX,Volume
09:19:20,7408.5,2800.0,0.0,2.0
09:19:20,7408.5,6225.0,-0.0,11.0
09:19:20,7408.5,6550.0,-0.0,1.0
09:19:20,7408.5,6600.0,-0.0,40.0
09:19:20,7408.5,6700.0,-0.0,1.0
09:19:20,7408.5,6750.0,-0.0,3.0
09:19:20,7408.5,6840.0,-0.0017,1.0
09:19:20,7408.5,6860.0,-0.0079,0.0
09:19:20,7408.5,6870.0,-0.0069,0.0
09:19:20,7408.5,6880.0,-0.0067,4.0
09:19:20,7408.5,6890.0,-0.0123,0.0
09:19:20,7408.5,6910.0,-0.0396,0.0
09:19:20,7408.5,6920.0,-0.1503,0.0
09:19:20,7408.5,6930.0,-0.0466,0.0
09:19:20,7408.5,6940.0,-0.2413,0.0
09:19:20,7408.5,6960.0,-0.1616,0.0
09:19:20,7408.5,6965.0,-0.0706,1.0
09:19:20,7408.5,6970.0,-0.2824,0.0
09:19:20,7408.5,6975.0,-0.0,1.0
09:19:20,7408.5,6980.0,0.0667,1.0
09:19:20,7408.5,6985.0,0.0157,22.0
09:19:20,7408.5,6990.0,-5.115,2.0
09:19:20,7408.5,7000.0,-0.0,18.0
09:19:20,7408.5,7010.0,0.1985,0.0
09:19:20,7408.5,7015.0,-0.0,1.0
09:19:20,7408.5,7020.0,-0.5145,128.0
09:19:20,7408.5,7030.0,-1.4949,0.0
09:19:20,7408.5,7035.0,-0.0,2.0
09:19:20,7408.5,7040.0,-1.1731,5.0
09:19:20,7408.5,7045.0,-0.0,2.0
09:19:20,7408.5,7050.0,-6.2709,150.0
09:19:20,7408.5,7055.0,-0.0,5.0
09:19:20,7408.5,7060.0,-2.0297,2.0
09:19:20,7408.5,7065.0,-0.0,8.0
09:19:20,7408.5,7070.0,-0.4148,0.0
09:19:20,7408.5,7075.0,-5.7942,30.0
09:19:20,7408.5,7080.0,-1.3575,77.0
09:19:20,7408.5,7085.0,-0.0,29.0
09:19:20,7408.5,7090.0,-1.4708,103.0
09:19:20,7408.5,7095.0,-0.0,9.0
09:19:20,7408.5,7100.0,-0.0,170.0
09:19:20,7408.5,7105.0,0.0886,11.0
09:19:20,7408.5,7110.0,-3.7243,64.0
09:19:20,7408.5,7115.0,-0.0,25.0
09:19:20,7408.5,7120.0,-1.7669,36.0
09:19:20,7408.5,7125.0,-4.2233,100.0
09:19:20,7408.5,7130.0,0.0,23.0
09:19:20,7408.5,7135.0,-0.0,20.0
09:19:20,7408.5,7140.0,-2.7476,25.0
09:19:20,7408.5,7145.0,-0.0001,226.0
09:19:20,7408.5,7150.0,-13.3754,174.0
09:19:20,7408.5,7155.0,-0.0005,83.0
09:19:20,7408.5,7160.0,0.0001,37.0
09:19:20,7408.5,7165.0,-0.002,54.0
09:19:20,7408.5,7170.0,0.0001,72.0
09:19:20,7408.5,7175.0,-33.6611,179.0
09:19:20,7408.5,7180.0,-0.0016,216.0
09:19:20,7408.5,7185.0,-0.0047,175.0
09:19:20,7408.5,7190.0,-18.7276,120.0
09:19:20,7408.5,7195.0,-0.0134,127.0
09:19:20,7408.5,7200.0,-0.507,1055.0
09:19:20,7408.5,7205.0,-0.0181,89.0
09:19:20,7408.5,7210.0,-0.0138,280.0
09:19:20,7408.5,7215.0,-0.1004,188.0
09:19:20,7408.5,7220.0,-2.1146,282.0
09:19:20,7408.5,7225.0,-59.113,201.0
09:19:20,7408.5,7230.0,-5.4916,567.0
09:19:20,7408.5,7235.0,-0.1555,212.0
09:19:20,7408.5,7240.0,-0.7944,372.0
09:19:20,7408.5,7245.0,-0.7385,256.0
09:19:20,7408.5,7250.0,-165.6611,627.0
09:19:20,7408.5,7255.0,-1.4185,297.0
09:19:20,7408.5,7260.0,-6.1178,752.0
09:19:20,7408.5,7265.0,0.0911,603.0
09:19:20,7408.5,7270.0,-0.1675,1301.0
09:19:20,7408.5,7275.0,-151.507,1170.0
09:19:20,7408.5,7280.0,-4.6277,1221.0
09:19:20,7408.5,7285.0,-7.2066,961.0
09:19:20,7408.5,7290.0,-53.5359,863.0
09:19:20,7408.5,7295.0,-3.7517,367.0
09:19:20,7408.5,7300.0,-268.6139,1601.0
09:19:20,7408.5,7305.0,-5.79,250.0
