Timestamp,Spot,CallPremium,PutPremium,Volume
09:19:20,7408.5,17675144.58,25875297.25,53872.0
09:20:55,7408.5,16565782.53,27164141.42,53974.0
09:23:19,7408.5,16472658.71,27779580.75,54272.0
09:25:44,7408.5,18428246.08,24576069.43,54529.0
09:28:09,7408.5,22831987.55,20804457.39,55483.0
09:30:33,7408.5,26481742.72,19417586.01,57322.0
09:32:58,7408.5,27502416.73,20447275.45,58042.0
09:35:22,7408.5,24318089.31,22909609.31,58372.0
09:37:47,7408.5,22841694.02,24589409.73,58823.0
09:40:12,7408.5,20822815.97,26400009.71,59001.0
09:42:36,7408.5,19838342.52,28332385.53,60036.0
09:45:01,7408.5,19923041.31,28468455.33,60414.0
09:47:25,7408.5,20462290.39,27992848.0,60647.0
09:49:50,7408.5,21924612.05,26919346.22,60961.0
09:52:15,7408.5,21495365.69,27835275.97,61540.0
09:54:39,7408.5,22094456.6,26907373.63,61682.0
09:57:04,7408.5,23368020.5,25257144.09,61865.0
09:59:29,7408.5,22852089.84,25745416.85,61973.0
10:01:53,7408.5,25699302.75,23275802.82,62903.0
10:04:18,7408.5,28087128.09,21959421.8,63265.0
10:06:42,7408.5,29084075.29,21419421.39,63742.0
10:09:07,7408.5,29183946.62,21291359.28,64027.0
10:11:32,7408.5,28758701.66,22296796.62,64675.0
10:13:56,7408.5,29062100.05,22222408.63,64928.0
10:16:21,7408.5,28493654.47,22808538.11,65128.0
10:18:46,7408.5,27908012.36,23382574.03,65373.0
10:21:10,7408.5,30989465.14,21349631.85,65706.0
10:23:35,7408.5,33196334.78,21396549.12,66286.0
10:25:59,7408.5,36428326.3,20079406.91,67261.0
10:28:24,7408.5,37867967.9,20106213.04,67726.0
10:30:49,7408.5,37132176.57,21812607.15,68449.0
10:33:13,7408.5,39831019.64,20549613.1,69068.0
10:35:38,7408.5,38588218.49,21635954.66,69742.0
10:38:03,7408.5,36200753.92,22940068.02,70381.0
10:40:27,7408.5,35824117.04,23293169.86,70555.0
10:42:52,7408.5,33526372.62,24608315.88,70842.0
10:45:16,7408.5,34399738.04,24239701.46,71074.0
10:47:41,7408.5,36189133.23,23380484.09,71394.0
10:50:06,7408.5,37389207.79,22695489.83,71557.0
10:52:30,7408.5,41002348.47,20899414.45,71957.0
10:54:55,7408.5,41704793.96,20878589.04,72569.0
10:57:20,7408.5,43331809.91,20470292.62,73046.0
10:59:44,7408.5,43647553.88,20254705.41,73400.0
11:02:09,7408.5,42426529.74,20098397.7,74326.0
11:04:33,7408.5,39164005.01,21613469.54,74731.0
11:06:58,7408.5,38513339.6,22035461.95,74989.0
11:09:23,7408.5,37266937.77,22830814.64,75213.0
11:11:47,7408.5,36298781.62,23436649.34,75466.0
11:14:12,7408.5,37105777.01,23025056.84,75607.0
11:16:37,7408.5,37408686.13,22929352.24,75758.0
11:19:01,7408.5,35875469.05,23285982.37,75978.0
11:21:26,7408.5,37765080.61,22218934.61,76135.0
11:23:50,7408.5,35877024.21,23238882.57,76476.0
11:26:15,7408.5,33921442.17,24602590.19,76741.0
11:28:40,7408.5,33560644.71,24785033.21,77159.0
11:31:04,7408.5,34927903.96,23850664.85,77484.0
11:33:29,7408.5,36021892.29,23041979.85,77609.0
11:35:54,7408.5,34627472.08,22975398.91,77821.0
11:38:18,7408.5,33647129.99,23406334.76,78027.0
11:40:43,7408.5,35226169.69,22179997.11,78173.0
11:43:07,7408.5,36378059.06,21035714.38,78519.0
11:45:32,7408.5,36049458.16,21471051.11,78711.0
11:47:57,7408.5,36518840.77,21296882.76,78922.0
11:50:21,7408.5,37261520.66,20902428.33,79153.0
11:52:46,7408.5,34870578.52,22444671.75,79421.0
11:55:11,7408.5,33632639.85,23641132.9,79662.0
11:57:35,7408.5,33337222.24,23751360.17,80066.0
12:00:00,7408.5,36972910.76,22171255.81,80421.0
12:02:24,7408.5,35047984.0,24016843.51,80938.0
12:04:49,7408.5,32486876.25,27092445.19,81464.0
12:07:14,7408.5,30919306.45,30313180.39,82088.0
12:09:38,7408.5,30126940.92,33564859.98,83363.0
12:12:03,7408.5,30100636.45,33820111.78,83363.0
12:14:27,7408.5,30100636.45,33820111.78,83363.0
12:16:52,7408.5,30100636.45,33820111.78,83363.0
12:19:17,7408.5,30100636.45,33820111.78,83363.0
12:21:41,7408.5,30100636.45,33820111.78,83363.0
12:24:06,7408.5,30100636.45,33820111.78,83363.0
12:26:31,7408.5,30100636.45,33820111.78,83363.0
12:28:55,7408.5,30100636.45,33820111.78,83363.0
12:31:20,7408.5,30100636.45,33820111.78,83363.0
12:33:44,7408.5,30100636.45,33820111.78,83363.0
12:36:09,7408.5,30100636.45,33820111.78,83363.0
12:38:31,7408.5,29325825.95,36339514.98,86901.0
