Timestamp,Spot,CallPremium,PutPremium,Volume
17:38:26,6890.0,0.0,0.0,0
17:38:28,6890.0,0.0,0.0,0
17:39:43,6890.0,0.0,0.0,0
17:42:24,7587.42,95108370.26,525.0,106132.0
17:42:56,7586.24,535655268.79,307774816.9,1379881.0
17:44:09,7584.26,495136740.67,343063683.62,1387941.0
17:45:22,7584.77,481536255.45,358754860.07,1393910.0
17:46:34,7583.11,492468219.01,343302225.38,1401480.0
17:47:35,7581.61,459727375.41,391872958.24,1407894.0
17:47:47,7581.55,459826548.6,389656892.37,1408355.0
17:49:00,7581.42,456866876.59,399368767.18,1417213.0
17:49:28,7582.14,460026201.7,394477256.65,1418248.0
17:50:12,7584.1,490235449.67,351673577.31,1422524.0
17:51:25,7584.03,495707275.56,384532003.14,1428278.0
17:52:38,7585.81,513794529.61,321306431.73,1432670.0
17:52:54,7585.11,512387678.48,321306431.73,1432917.0
17:53:50,7582.61,474822080.56,375912197.1,1437622.0
17:55:03,7584.18,492171816.87,351152928.74,1443515.0
17:55:27,7583.58,491899991.87,344791849.44,1446127.0
17:56:16,7583.34,480911951.17,361968010.25,1448541.0
17:57:28,7582.16,480177785.6,353668828.75,1450548.0
17:58:41,7581.34,457577101.23,388230888.06,1456276.0
17:59:54,7582.25,463213448.58,365105577.02,1460822.0
18:01:07,7581.81,450019428.4,384649848.33,1464717.0
18:02:20,7584.83,493891901.7,347571759.8,1469390.0
18:03:32,7585.23,91039477.18,530.0,114151.0
18:04:14,7586.0,521752507.1,299051936.84,1479563.0
18:05:26,7586.04,527154445.83,293225082.49,1483772.0
18:06:39,7586.64,530314125.81,301440577.92,1486779.0
18:07:51,7588.51,555368254.25,273156804.17,1491505.0
18:09:04,7589.6,577659317.0,265969453.54,1499086.0
18:10:17,7590.0,609241275.58,257334932.67,1505005.0
18:11:29,7591.06,647705610.4,244885779.11,1512106.0
18:12:42,7590.55,857541925.97,257249202.89,1521606.0
18:13:55,7590.6,869943489.47,256620477.57,1525784.0
18:15:08,7590.7,871647699.84,256165431.36,1530384.0
18:16:20,7590.93,861555267.89,263077576.1,1535416.0
18:17:33,7589.57,845457252.11,265831783.51,1540178.0
18:18:46,7586.29,808304022.5,275818219.37,1543846.0
18:19:58,7585.78,772288808.57,307767575.66,1550902.0
18:21:11,7585.38,774969493.19,309839673.33,1555265.0
18:22:23,7587.73,811711720.75,302986452.5,1559077.0
18:23:36,7588.37,847251113.74,268868148.89,1564248.0
18:24:49,7587.76,859758013.84,252841938.35,1568292.0
18:26:02,7584.11,803390042.96,310276135.41,1573079.0
18:27:14,7584.05,768221545.74,337911646.35,1578411.0
18:28:27,7584.55,787658266.37,326611080.94,1581916.0
18:29:40,7584.38,782108676.22,330092538.25,1585246.0
18:30:52,7583.01,771661991.33,334116672.93,1588139.0
18:32:05,7585.57,770117996.03,357315407.06,1594456.0
18:33:17,7587.51,839866399.26,291389031.5,1606683.0
18:34:30,7590.56,886066342.22,256554343.29,1612652.0
18:35:43,7589.69,897445151.01,249322423.69,1619441.0
18:36:56,7589.85,887519266.55,254956060.77,1624403.0
18:38:09,7591.94,895448853.24,241731028.61,1630905.0
18:39:21,7592.65,928619721.13,241896713.85,1643331.0
18:40:34,7594.06,995105560.14,214126379.94,1651245.0
18:41:47,7594.57,1008030384.22,211331500.18,1664027.0
18:42:34,7593.04,978431496.77,225069775.83,1669713.0
18:42:59,7592.35,928667979.54,227328443.34,1671712.0
18:44:12,7592.16,937039466.68,235238939.25,1677450.0
18:45:25,7592.21,918904409.9,238649369.45,1681506.0
18:46:38,7591.31,895198321.07,258457863.2,1685319.0
18:47:50,7590.49,909310260.67,236522022.65,1689829.0
18:49:03,7590.31,892899537.93,257279871.2,1696395.0
18:50:16,7589.16,853875795.43,264752714.24,1700036.0
18:51:28,7588.26,829492088.22,299848104.66,1706845.0
18:52:28,7587.23,345317742.52,50734965.0,237693.0
18:53:06,7586.86,810196006.4,319306906.62,1717962.0
18:54:19,7587.83,840026050.26,299658853.55,1722658.0
18:55:32,7587.47,841772119.52,298914453.36,1724710.0
18:56:45,7584.68,788621875.57,347484833.7,1729126.0
18:57:58,7583.97,792019964.99,362702002.61,1738716.0
18:59:11,7584.52,799674213.54,364155804.18,1744025.0
19:00:23,7585.79,344637712.42,88968180.0,285030.0
19:01:04,7585.95,815307890.66,346241476.6,1751673.0
19:02:16,7587.39,833289760.95,326758541.32,1755787.0
19:03:29,7585.98,824686217.23,330991960.47,1758789.0
19:03:54,7584.95,796743258.81,350517308.23,1764356.0
19:04:48,7585.4,341259416.95,58983580.01,247469.0
19:05:29,7582.69,769910603.53,391401522.98,1770814.0
19:06:42,7584.63,774796150.47,379504632.66,1776046.0
19:07:55,7585.41,807822067.4,357165753.72,1779206.0
19:09:07,7585.33,807329747.22,362616951.22,1781653.0
19:10:20,7585.46,814661080.6,346488361.36,1784724.0
19:11:33,7583.95,812649514.86,355210964.83,1789919.0
19:12:45,7584.85,765676162.81,387923165.25,1795391.0
19:13:58,7584.9,783300201.52,376767667.99,1799452.0
19:15:11,7584.42,809455435.85,357495818.51,1803463.0
19:16:10,7585.36,346626437.37,88176375.0,297248.0
19:16:52,7586.51,820485042.22,342470487.78,1808543.0
19:18:05,7586.72,832847127.39,327576301.38,1812788.0
19:18:49,7584.88,809359506.49,349336433.76,1815513.0
19:19:18,7585.18,812384856.01,357312353.28,1816586.0
19:20:30,7584.42,814139660.17,347901082.86,1819208.0
